,IsLeftObstacle,IsLeftLeftObstacle,IsForwardObstacle,IsForwardForwardObstacle,IsRightObstacle,IsRightRightObstacle,AngleWithFood,Direction,Decision
3307,False,False,False,False,False,True,-1.0,-1,0
3308,False,True,False,False,False,False,0.35241638234956674,-1,0
3309,True,True,False,False,False,False,-0.10241638234956672,-1,-1
3310,False,False,False,False,False,False,0.8473642687429048,1,1
3311,False,False,False,False,False,True,-0.6424500323572516,0,1
3312,False,False,False,False,False,False,-0.631941636071482,1,0
3313,False,False,False,False,False,True,-0.1274005579866099,1,0
3314,False,False,False,False,True,True,0.362360330173156,1,-1
3315,False,False,False,False,False,False,0.260971855616011,-1,0
3316,False,True,False,False,False,False,-0.2288106953650536,1,0
3317,False,False,False,False,False,True,0.26026450147774777,1,1
3318,False,False,False,False,True,True,0.75,-1,0
3319,False,True,False,False,False,False,0.23973549852225223,0,0
3320,False,False,False,False,False,False,0.23013147569445916,1,1
3321,False,False,False,False,False,True,0.7192914436019101,-1,0
3322,False,True,False,False,False,False,0.21041657583943443,0,0
3323,False,False,False,False,False,False,0.20213528786575494,0,0
3324,False,False,False,False,False,False,0.19440011221421477,1,1
3325,False,False,False,False,False,True,0.6834659308655369,0,1
3326,False,False,False,False,False,False,0.6720208696226306,1,1
3327,False,False,False,False,False,True,-0.8206908649190132,0,1
3328,False,False,False,False,False,False,-0.8128329581890013,-1,1
3329,False,True,False,False,False,False,0.6746086978602139,-1,0
3330,True,True,False,False,False,False,0.16704768234368025,0,0
3331,False,False,False,False,False,False,0.16005996523873922,1,1
3332,False,False,False,False,False,True,0.6475836176504333,0,1
3333,False,False,False,False,False,False,0.6345985850997454,-1,0
3334,False,True,False,False,False,False,0.12888105840915662,-1,0
3335,True,True,False,False,False,False,-0.35853697187849104,-1,-1
3336,False,False,False,False,False,False,-0.7711893046349464,0,1
3337,False,False,False,False,False,False,-0.75,1,0
3338,False,False,False,False,False,True,-0.2288106953650536,-1,1
3339,False,True,False,False,False,False,-0.7048327646991335,1,0
3340,False,False,False,False,False,True,-0.1871670418109988,1,0
3341,False,False,False,False,True,True,0.28958342416056554,-1,0
3342,False,True,False,False,False,False,-0.19440011221421477,0,0
3343,False,False,False,False,False,False,-0.18039551272693602,0,0
3344,False,False,False,False,False,False,-0.16809131757516263,1,0
3345,False,False,False,False,False,True,0.3128329581890012,1,1
3346,False,False,False,False,True,True,0.7998479256383133,0,1
3347,False,False,False,False,False,False,0.7852232874772773,0,1
3348,False,False,False,False,False,False,0.7687025592412767,0,1
3349,False,False,False,False,False,False,0.75,-1,0
3350,False,True,False,False,False,False,0.23129744075872333,1,1
3351,False,False,False,False,False,True,0.7104165758394345,1,1
3352,False,False,False,False,True,True,-0.7711893046349464,-1,1
3353,False,True,False,False,False,False,0.7048327646991335,1,1
3354,False,False,False,False,False,True,-0.7744372519721975,-1,1
3355,False,True,False,False,False,False,0.6974315432887466,-1,0
3356,True,True,False,False,False,False,0.17780768448935277,1,1
3357,False,False,False,False,False,True,0.6475836176504333,0,1
3358,False,False,False,False,False,False,0.6142002512199082,-1,0
3359,False,True,False,False,False,False,0.10241638234956672,-1,0
3360,True,True,False,False,False,False,-0.3668750612523435,0,0
3361,False,False,False,False,False,False,-0.33858553278290476,-1,1
3362,False,True,False,False,False,False,-0.8221923155106472,-1,1
3363,True,True,False,False,False,False,0.6475836176504333,-1,-1
3364,False,False,False,False,False,False,0.9900560521764108,1,1
3365,False,False,False,False,False,True,-0.5,0,0
3366,False,False,False,False,False,False,-0.49005605217641074,0,0
3367,False,False,False,False,False,False,-0.4801314756944592,-1,1
3368,False,True,False,False,False,False,-0.9794923000752707,1,0
3369,False,False,False,False,False,True,-0.46929144360191016,-1,1
3370,False,True,False,False,False,False,-0.9682744825694465,-1,1
3371,True,True,False,False,False,False,0.5211893046349465,1,1
3372,False,False,False,False,False,True,-0.9780822987275691,-1,1
3373,False,True,False,False,False,False,0.510971855616011,1,1
3374,False,False,False,False,False,True,-0.9886366195061821,0,1
3375,False,False,False,False,False,False,-0.9882161311296586,0,1
3376,False,False,False,False,False,False,-0.9877633435457456,0,1
3377,False,False,False,False,False,False,-0.9872743886520082,1,0
3378,False,False,False,False,False,True,-0.4745893263338841,-1,1
3379,False,True,False,False,False,False,-0.9735353239404101,0,1
3380,False,False,False,False,False,False,-0.9723903292882761,-1,1
3381,False,True,False,False,False,False,0.513830849566662,1,1
3382,False,False,False,False,False,True,-0.9855413210972233,-1,1
3383,False,True,False,False,False,False,0.5,1,1
3384,False,False,False,False,False,True,1.0,1,0
3385,False,False,False,False,True,True,-0.4848538278116319,1,-1
3386,False,False,False,False,False,False,0.617562554537935,1,1
3387,False,False,False,False,False,True,-0.8788810584091566,1,0
3388,False,False,False,False,True,True,-0.36984059550697,-1,1
3389,False,True,False,False,False,False,-0.8658581002198797,1,0
3390,False,False,False,False,False,True,-0.3568370687536738,1,0
3391,False,False,False,False,True,True,0.13898274154500012,0,0
3392,False,False,False,False,False,False,0.13502527369964845,1,1
3393,False,False,False,False,False,True,0.6263943130154869,-1,0
3394,False,True,False,False,False,False,0.12283026857639819,0,0
3395,False,False,False,False,False,False,0.11945241291137725,-1,0
3396,False,True,False,False,False,False,-0.3722849066551076,1,0
3397,False,False,False,False,False,True,0.12433408362199763,-1,0
3398,False,True,False,False,False,False,-0.3677447582307905,-1,1
3399,True,True,False,False,False,False,-0.8642002512199082,-1,-1
3400,False,False,False,False,False,False,-0.8585369718784911,0,1
3401,False,False,False,False,False,False,-0.8524163823495667,0,1
3402,False,False,False,False,False,False,-0.8457858855496666,-1,1
3403,False,True,False,False,False,False,0.6408120885663706,0,1
3404,False,False,False,False,False,False,0.6268536343217641,1,1
3405,False,False,False,False,False,True,-0.8668750612523434,1,0
3406,False,False,False,False,True,True,-0.35241638234956674,0,0
3407,False,False,False,False,False,False,-0.33858553278290476,0,0
3408,False,False,False,False,False,False,-0.32539130213978606,1,0
3409,False,False,False,False,False,True,0.16704768234368025,1,1
3410,False,False,False,False,True,True,0.6542141144503335,1,-1
3411,False,False,False,False,False,False,-0.14758361765043326,0,0
3412,False,False,False,False,False,False,-0.13898274154500012,-1,1
3413,False,True,False,False,False,False,-0.6211189415908434,1,0
3414,False,False,False,False,False,True,-0.11420025121990815,-1,1
3415,False,True,False,False,False,False,-0.5964112479792296,1,0
3416,False,False,False,False,False,True,-0.0910530018557488,0,0
3417,False,False,False,False,False,False,-0.08624506109307922,1,0
3418,False,False,False,False,False,True,0.39758361765043326,-1,0
3419,False,True,False,False,False,False,-0.09736426874290484,1,0
3420,False,False,False,False,False,True,0.387639669826844,-1,0
3421,False,True,False,False,False,False,-0.10716692343993743,-1,1
3422,True,True,False,False,False,False,-0.5927735790777424,1,0
3423,False,False,False,False,False,True,-0.08858553278290476,1,0
3424,False,False,False,False,True,True,0.39758361765043326,0,0
3425,False,False,False,False,False,False,0.3841418997801203,1,1
3426,False,False,False,False,False,True,0.8788810584091566,0,1
3427,False,False,False,False,False,False,0.8731463656782359,-1,0
3428,False,True,False,False,False,False,0.3591879114336295,1,1
3429,False,False,False,False,False,True,0.8524163823495667,-1,0
3430,False,True,False,False,False,False,0.33858553278290476,0,0
3431,False,False,False,False,False,False,0.32539130213978606,-1,0
3432,False,True,False,False,False,False,-0.16704768234368025,0,0
3433,False,False,False,False,False,False,-0.16005996523873922,1,0
3434,False,False,False,False,False,True,0.32797913037736937,0,0
3435,False,False,False,False,False,False,0.3165340691344631,0,0
3436,False,False,False,False,False,False,0.30559988778578523,1,1
3437,False,False,False,False,False,True,0.797864712134245,-1,0
3438,False,True,False,False,False,False,0.2872768711542052,-1,0
3439,True,True,False,False,False,False,-0.20483276469913345,0,0
3440,False,False,False,False,False,False,-0.19743154328874657,1,0
3441,False,False,False,False,False,True,0.29275584290009204,-1,0
3442,False,True,False,False,False,False,-0.20015207436168672,-1,1
3443,True,True,False,False,False,False,-0.690482649873383,1,0
3444,False,False,False,False,False,True,-0.1839518997798446,-1,1
3445,False,True,False,False,False,False,-0.6740482937100232,0,1
3446,False,False,False,False,False,False,-0.6637549389069208,1,0
3447,False,False,False,False,False,True,-0.15801627013535194,-1,1
3448,False,True,False,False,False,False,-0.6475836176504333,1,0
3449,False,False,False,False,False,True,-0.1424500323572516,1,0
3450,False,False,False,False,True,True,0.3473642687429048,0,0
3451,False,False,False,False,False,False,0.3375065203525168,1,1
3452,False,False,False,False,False,True,0.8319086824248374,-1,0
3453,False,True,False,False,False,False,0.32219231551064725,-1,0
3454,True,True,False,False,False,False,-0.1720208696226307,0,0
3455,False,False,False,False,False,False,-0.1665646631602741,-1,1
3456,False,True,False,False,False,False,-0.6572264209222576,1,0
3457,False,False,False,False,False,True,-0.15226430798788002,1,0
3458,False,False,False,False,True,True,0.33858553278290476,-1,0
3459,False,True,False,False,False,False,-0.15654772283310653,1,0
3460,False,False,False,False,False,True,0.3347506594614321,1,1
3461,False,False,False,False,True,True,0.8297185113497063,0,1
3462,False,False,False,False,False,False,0.8244027652986173,-1,0
3463,False,True,False,False,False,False,0.31567493522559587,0,0
3464,False,False,False,False,False,False,0.3072491470487002,0,0
3465,False,False,False,False,False,False,0.29912119200106485,0,0
3466,False,False,False,False,False,False,0.29128559983984725,-1,0
3467,False,True,False,False,False,False,-0.20293808537213984,-1,1
3468,True,True,False,False,False,False,-0.695189961427309,1,0
3469,False,False,False,False,False,True,-0.18977608080927463,1,0
3470,False,False,False,False,True,True,0.30256845671125343,-1,0
3471,False,True,False,False,False,False,-0.19217938159727743,1,0
3472,False,False,False,False,False,True,0.3005015384490129,0,0
3473,False,False,False,False,False,False,0.2934182974820382,-1,0
3474,False,True,False,False,False,False,-0.20141020965247108,-1,1
3475,True,True,False,False,False,False,-0.6944001122142147,1,0
3476,False,False,False,False,False,True,-0.18952484969634034,0,0
3477,False,False,False,False,False,False,-0.18486048880463846,1,0
3478,False,False,False,False,False,True,0.30828598340184227,1,1
3479,False,False,False,False,True,True,0.803541878405172,1,-1
3480,False,False,False,False,False,False,-0.9697759331610806,-1,1
3481,False,True,False,False,False,False,0.5151461721883682,1,1
3482,False,False,False,False,False,True,-0.9840977487438237,1,0
3483,False,False,False,False,True,True,-0.4682744825694465,-1,1
3484,False,True,False,False,False,False,-0.9666166335694748,0,1
3485,False,False,False,False,False,False,-0.9647767125227228,0,1
3486,False,False,False,False,False,False,-0.9627231288457948,-1,1
3487,False,True,False,False,False,False,0.5187025592412767,1,1
3488,False,False,False,False,False,True,-0.9801314756944592,0,1
3489,False,False,False,False,False,False,-0.9788106953650536,1,0
3490,False,False,False,False,False,True,-0.45780753684115866,0,0
3491,False,False,False,False,False,False,-0.43716704181099886,0,0
3492,False,False,False,False,False,False,-0.4170476823436802,1,0
3493,False,False,False,False,False,True,0.07797913037736932,-1,0
3494,False,True,False,False,False,False,-0.40358875202077044,-1,1
3495,True,True,False,False,False,False,-0.8975836176504333,-1,-1
3496,False,False,False,False,False,False,-0.5,-1,1
3497,False,True,False,False,False,False,-1.0,0,1
3498,False,False,False,False,False,False,-1.0,-1,0
3499,False,True,False,False,False,False,0.48939359759446455,0,0
3500,False,False,False,False,False,False,0.4788106953650536,1,1
3501,False,False,False,False,False,True,0.9780822987275691,-1,0
3502,False,True,False,False,False,False,0.4671881049234972,1,1
3503,False,False,False,False,False,True,0.9660249801873033,1,1
3504,False,False,False,False,True,True,-0.5226978709998604,1,-1
3505,False,False,False,False,False,False,-0.30899808486752856,0,0
3506,False,False,False,False,False,False,-0.2978647121342451,1,0
3507,False,False,False,False,False,True,0.19440011221421477,-1,0
3508,False,True,False,False,False,False,-0.2951672353008666,0,0
3509,False,False,False,False,False,False,-0.28522328747727727,1,0
3510,False,False,False,False,False,True,0.20724415709990796,-1,0
3511,False,True,False,False,False,False,-0.28338336643052514,-1,1
3512,True,True,False,False,False,False,-0.7757525745939036,-1,-1
3513,False,False,False,False,False,False,0.4170476823436802,0,0
3514,False,False,False,False,False,False,0.4072264209222577,1,1
3515,False,False,False,False,False,True,0.9042141144503335,1,1
3516,False,False,False,False,True,True,-0.5856786739929927,-1,1
3517,False,True,False,False,False,False,0.9114144672170952,-1,0
3518,True,True,False,False,False,False,0.40100617269709565,-1,-1
3519,False,False,False,False,False,False,0.4735353239404101,1,1
3520,False,False,False,False,False,True,0.9727828197011792,-1,0
3521,False,True,False,False,False,False,0.46377887915746124,-1,0
3522,True,True,False,False,False,False,-0.03522328747727728,0,0
3523,False,False,False,False,False,False,-0.03427875052794227,0,0
3524,False,False,False,False,False,False,-0.03338336643052514,-1,1
3525,False,True,False,False,False,False,-0.5250777136555626,0,1
3526,False,False,False,False,False,False,-0.5167377083565741,0,1
3527,False,False,False,False,False,False,-0.5083746431043055,-1,1
3528,False,True,False,False,False,False,0.991399123894567,1,1
3529,False,False,False,False,False,True,-0.5,1,0
3530,False,False,False,False,True,True,0.0,0,0
3531,False,False,False,False,False,False,0.0,0,0
3532,False,False,False,False,False,False,0.0,1,0
3533,False,False,False,False,False,True,0.4920439100879742,-1,0
3534,False,True,False,False,False,False,-0.007762116818313203,-1,1
3535,True,True,False,False,False,False,-0.5,-1,-1
3536,False,False,False,False,False,False,0.5226978709998604,1,1
3537,False,False,False,False,False,True,-0.9764644733385621,-1,1
3538,False,True,False,False,False,False,0.5117838688703414,-1,0
3539,True,True,False,False,False,False,0.011363380493817932,0,0
3540,False,False,False,False,False,False,0.010971855616010981,1,1
3541,False,False,False,False,False,True,0.5,0,0
3542,False,False,False,False,False,False,0.48902814438398906,0,0
3543,False,False,False,False,False,False,0.4780822987275691,0,0
3544,False,False,False,False,False,False,0.4671881049234972,0,0
3545,False,False,False,False,False,False,0.4563704816556766,0,0
3546,False,False,False,False,False,False,0.4456532942677373,1,1
3547,False,False,False,False,False,True,0.9437518241366789,0,1
3548,False,False,False,False,False,False,0.9417140165981578,0,1
3549,False,False,False,False,False,False,0.9395248496963404,1,1
3550,False,False,False,False,False,True,-0.548589790347529,1,0
3551,False,False,False,False,True,True,-0.04681649456378151,1,-1
3552,False,False,False,False,False,False,0.801367293030907,0,1
3553,False,False,False,False,False,False,0.7951672353008665,1,1
3554,False,False,False,False,False,True,-0.6961734079979622,1,0
3555,False,False,False,False,True,True,-0.1900872340690967,0,0
3556,False,False,False,False,False,False,-0.18432506477440413,0,0
3557,False,False,False,False,False,False,-0.17886518852618474,0,0
3558,False,False,False,False,False,False,-0.17368739830209687,1,0
3559,False,False,False,False,False,True,0.31813763182162447,1,1
3560,False,False,False,False,True,True,0.8128329581890013,0,1
3561,False,False,False,False,False,False,0.8072491470487003,1,1
3562,False,False,False,False,False,True,-0.6843250647744041,-1,1
3563,False,True,False,False,False,False,0.8099127659309033,-1,0
3564,True,True,False,False,False,False,0.301367293030907,1,1
3565,False,False,False,False,False,True,0.7951672353008665,0,1
3566,False,False,False,False,False,False,0.7886275414898551,0,1
3567,False,False,False,False,False,False,0.7817255174305536,-1,0
3568,False,True,False,False,False,False,0.27324953402843566,-1,0
3569,True,True,False,False,False,False,-0.21977593316108052,0,0
3570,False,False,False,False,False,False,-0.2131526965825641,1,0
3571,False,False,False,False,False,True,0.27885793837630446,0,0
3572,False,False,False,False,False,False,0.27118930463494645,0,0
3573,False,False,False,False,False,False,0.263830849566662,0,0
3574,False,False,False,False,False,False,0.25677152908406276,-1,0
3575,False,True,False,False,False,False,-0.23674475538672884,-1,1
3576,True,True,False,False,False,False,-0.7297098734427426,1,0
3577,False,False,False,False,False,True,-0.22353532394041012,-1,1
3578,False,True,False,False,False,False,-0.7162641310710682,1,0
3579,False,False,False,False,False,True,-0.21041657583943443,-1,1
3580,False,True,False,False,False,False,-0.7029380853721399,1,0
3581,False,False,False,False,False,True,-0.19743154328874657,-1,1
3582,False,True,False,False,False,False,-0.6897760808092747,1,0
3583,False,False,False,False,False,True,-0.18462061704432975,1,0
3584,False,False,False,False,True,True,0.30782061840272257,1,-1
3585,False,False,False,False,False,False,0.8524163823495667,-1,0
3586,False,True,False,False,False,False,0.32797913037736937,1,1
3587,False,False,False,False,False,True,0.8128329581890013,-1,0
3588,False,True,False,False,False,False,0.28958342416056554,-1,0
3589,True,True,False,False,False,False,-0.19440011221421477,1,0
3590,False,False,False,False,False,True,0.28522328747727727,0,0
3591,False,False,False,True,False,False,0.2667377083565741,-1,0
3592,False,True,False,False,False,False,-0.21827448256944645,1,0
3593,False,False,True,True,False,True,0.26514617218836817,1,1
3594,True,True,False,False,True,True,0.75,1,-1
3595,False,False,False,False,False,False,-0.6720208696226306,-1,1
3596,False,True,False,False,False,False,0.8221923155106472,-1,0
3597,True,True,False,False,False,False,0.3128329581890012,-1,-1
3598,False,False,False,False,False,False,0.3434522771668935,0,0
3599,False,False,False,False,False,False,0.3347506594614321,-1,0
3600,False,True,False,False,False,False,-0.1604810098161706,-1,1
3601,True,True,False,False,False,False,-0.6519437543337215,0,1
3602,False,False,False,False,False,False,-0.6431629312463263,1,0
3603,False,False,False,False,False,True,-0.13898274154500012,1,0
3604,False,False,False,False,True,True,0.35241638234956674,-1,0
3605,False,True,False,False,False,False,-0.14344995541216268,1,0
3606,False,False,False,False,False,True,0.34833570993704,1,1
3607,False,False,False,False,True,True,0.8440417392452615,-1,0
3608,False,True,False,False,False,False,0.33589565411356614,0,0
3609,False,False,False,False,False,False,0.32797913037736937,-1,0
3610,False,True,False,False,False,False,-0.16745214195597413,1,0
3611,False,False,False,False,False,True,0.3249762960044212,0,0
3612,False,False,False,False,False,False,0.3176192122699304,1,1
3613,False,False,False,False,False,True,0.8128329581890013,1,1
3614,False,False,False,False,True,True,-0.6797080194413446,-1,1
3615,False,True,False,False,False,False,0.8153793829556703,0,1
3616,False,False,False,False,False,False,0.8102239191907255,1,1
3617,False,False,False,False,False,True,-0.6818623681783755,1,0
3618,False,False,False,False,True,True,-0.17681914764818393,-1,1
3619,False,True,False,False,False,False,-0.6687729222853797,0,1
3620,False,False,False,False,False,False,-0.6604810098161706,-1,1
3621,False,True,False,False,False,False,0.834750659461432,0,1
3622,False,False,False,False,False,False,0.8297185113497063,1,1
3623,False,False,False,False,False,True,-0.6614144672170952,0,1
3624,False,False,False,False,False,False,-0.6522643079878802,-1,1
3625,False,True,False,False,False,False,0.8427735790777424,-1,0
3626,True,True,False,False,False,False,0.3334353368397259,-1,-1
3627,False,False,False,False,False,False,-0.21477671252272273,0,0
3628,False,False,False,False,False,False,-0.1871670418109988,0,0
3629,False,False,False,False,False,False,-0.1652493405385679,-1,1
3630,False,True,False,False,False,False,-0.6288810584091566,0,1
3631,False,False,False,False,False,False,-0.5885855327829048,0,1
3632,False,False,False,False,False,False,-0.5451672353008665,-1,1
3633,False,True,False,False,False,False,0.9474315432887466,0,1
3634,False,False,False,False,False,False,0.937167041810999,-1,0
3635,False,True,False,False,False,False,0.37888105840915665,-1,0
3636,True,True,False,False,False,False,-0.10241638234956672,1,0
3637,False,False,False,False,False,True,0.35241638234956674,-1,0
3638,False,True,False,False,False,False,-0.12888105840915662,1,0
3639,False,False,False,False,False,True,0.3347506594614321,1,1
3640,False,False,False,False,True,True,0.8128329581890013,-1,0
3641,False,True,False,False,False,False,0.27885793837630446,0,0
3642,False,False,False,False,False,False,0.25,1,1
3643,False,False,False,False,False,True,0.7211420616236955,1,1
3644,False,False,False,False,True,True,-0.75,-1,1
3645,False,True,False,False,False,False,0.7147767125227228,1,1
3646,False,False,False,False,False,True,-0.75,-1,1
3647,False,True,False,False,False,False,0.7048327646991335,0,1
3648,False,False,False,False,False,False,0.6475836176504333,-1,0
3649,False,True,False,False,False,False,0.1211189415908434,0,0
3650,False,False,False,False,False,False,0.10241638234956672,-1,0
3651,False,True,False,False,False,False,-0.35241638234956674,1,0
3652,False,False,False,False,False,True,0.12888105840915662,1,1
3653,False,False,False,False,True,True,0.5885855327829048,0,1
3654,False,False,False,False,False,False,0.5451672353008665,-1,0
3655,False,True,False,False,False,False,0.039583424160565546,1,1
3656,False,False,False,False,False,True,0.5,1,1
3657,False,False,False,False,True,True,-1.0,0,1
3658,False,False,False,False,False,False,-1.0,-1,0
3659,False,True,False,False,False,False,0.4474315432887466,0,0
3660,False,False,False,False,False,False,0.39758361765043326,-1,0
3661,False,True,False,False,False,False,-0.08858553278290476,0,0
3662,False,False,False,False,False,False,-0.07797913037736932,0,0
3663,False,False,False,False,False,False,-0.06960448727306395,0,0
3664,False,False,False,False,False,False,-0.06283295818900118,-1,1
3665,False,True,False,False,False,False,-0.5317255174305536,1,0
3666,False,False,False,True,False,True,-0.028857938376304477,-1,1
3667,False,True,False,False,False,False,-0.5,0,0
3668,False,False,False,False,False,False,-0.47114206162369554,-1,1
3669,False,True,False,False,False,False,-0.9682744825694465,0,1
3670,False,False,False,False,False,False,-0.9647767125227228,0,1
3671,False,False,False,False,False,False,-0.9604165758394345,-1,1
3672,False,True,False,False,False,False,0.5,0,0
3673,False,False,False,False,False,False,0.46041657583943446,-1,0
3674,False,True,False,False,False,False,-0.03522328747727728,-1,1
3675,True,True,False,False,False,False,-0.5,-1,-1
3676,False,False,False,False,False,False,-0.763830849566662,1,0
3677,False,False,False,False,False,True,-0.2590920946756484,-1,1
3678,False,True,False,False,False,False,-0.7546128638125444,1,0
3679,False,False,False,False,False,True,-0.25,1,0
3680,False,False,False,False,True,True,0.2455170585827646,-1,0
3681,False,True,False,True,False,False,-0.25,-1,1
3682,True,True,False,False,False,False,-0.7455170585827646,1,0
3683,False,False,True,True,False,True,-0.24116033182669674,0,-1
3684,False,False,False,False,False,False,0.08475065946143209,1,1
3685,False,False,False,False,False,True,0.5711348114738153,1,1
3686,False,False,False,False,True,True,-0.9255972347013829,-1,1
3687,False,True,False,False,False,False,0.5599127659309033,-1,0
3688,True,True,False,False,False,False,0.05724914704870018,1,1
3689,False,False,False,False,False,True,0.5431398112134741,1,1
3690,False,False,False,False,True,True,-0.9548327646991335,-1,1
3691,False,True,False,False,False,False,0.5302240668389194,0,1
3692,False,False,False,False,False,False,0.5151461721883682,0,1
3693,False,False,False,False,False,False,0.5,1,1
3694,False,False,False,False,False,True,-1.0,-1,0
3695,False,True,False,False,False,False,0.48409774874382366,0,0
3696,False,False,False,False,False,False,0.4682744825694465,1,1
3697,False,False,False,False,False,True,0.9666166335694748,-1,0
3698,False,True,False,False,False,False,0.45015207436168675,1,1
3699,False,False,False,False,False,True,0.9474315432887466,1,1
3700,False,False,False,False,True,True,-0.5352232874772773,1,-1
3701,False,False,False,False,False,False,0.5226978709998604,0,1
3702,False,False,False,False,False,False,0.5,0,0
3703,False,False,False,False,False,False,0.4773021290001396,0,0
3704,False,False,False,False,False,False,0.4548327646991335,1,1
3705,False,False,False,False,False,True,0.9514102096524711,-1,0
3706,False,True,False,False,False,False,0.42780768448935275,0,0
3707,False,False,False,False,False,False,0.40498483906082017,1,1
3708,False,False,False,False,False,True,0.8975836176504333,-1,0
3709,False,True,False,False,False,False,0.3743340836219976,-1,0
3710,True,True,False,False,False,False,-0.11687506125234344,0,0
3711,False,False,False,False,False,False,-0.10918791143362949,-1,1
3712,False,True,False,False,False,False,-0.5885855327829048,0,1
3713,False,False,False,False,False,False,-0.5671930948722895,1,0
3714,False,False,False,False,False,True,-0.06283295818900118,-1,1
3715,False,True,False,False,False,False,-0.5421924631588414,1,0
3716,False,False,False,False,False,True,-0.039583424160565546,0,0
3717,False,False,False,False,False,False,-0.037276871154205186,1,0
3718,False,False,False,False,False,True,0.4444001122142148,-1,0
3719,False,True,False,False,False,False,-0.05256845671125343,0,0
3720,False,False,False,False,False,False,-0.04984792563831329,-1,1
3721,False,True,False,False,False,False,-0.5333833664305252,0,1
3722,False,False,False,False,False,False,-0.5167377083565741,-1,1
3723,False,True,False,False,False,False,0.9823342771118654,-1,0
3724,True,True,False,False,False,False,0.46477671252272273,0,0
3725,False,False,False,False,False,False,0.4474315432887466,-1,0
3726,False,True,False,False,False,False,-0.04984792563831329,-1,1
3727,True,True,False,False,False,False,-0.5333833664305252,0,1
3728,False,False,False,False,False,False,-0.5167377083565741,0,1
3729,False,False,False,False,False,False,-0.5,-1,1
3730,False,True,False,False,False,False,-1.0,-1,0
3731,True,True,False,False,False,False,0.48233427711186533,0,0
3732,False,False,False,False,False,False,0.46477671252272273,1,1
3733,False,False,False,False,False,True,0.9627231288457948,-1,0
3734,False,True,False,False,False,False,0.4444001122142148,-1,0
3735,True,True,False,False,False,False,-0.05256845671125343,0,0
3736,False,False,False,False,False,False,-0.04984792563831329,1,0
3737,False,False,False,False,False,True,0.43395189977984455,0,0
3738,False,False,False,False,False,False,0.4180913175751626,1,1
3739,False,False,False,False,False,True,0.9137549389069208,0,1
3740,False,False,False,False,False,False,0.9089469981442513,0,1
3741,False,False,False,False,False,False,0.9035887520207705,1,1
3742,False,False,False,False,False,True,-0.5779791303773694,0,1
3743,False,False,False,False,False,False,-0.5589980848675286,0,1
3744,False,False,False,False,False,False,-0.5395834241605656,1,0
3745,False,False,False,False,False,True,-0.037276871154205186,-1,1
3746,False,True,False,False,False,False,-0.5187025592412767,0,1
3747,False,False,False,False,False,False,-0.5,-1,1
3748,False,True,False,False,False,False,-1.0,1,0
3749,False,False,False,False,False,True,-0.4801314756944592,0,0
3750,False,False,False,False,False,False,-0.46041657583943446,-1,1
3751,False,True,False,False,False,False,-0.9578075368411587,-1,1
3752,True,True,False,False,False,False,0.5211893046349465,-1,-1
3753,False,False,False,False,False,False,0.7966273621521806,0,1
3754,False,False,False,False,False,False,0.7921924631588414,1,1
3755,False,False,False,False,False,True,-0.7018156997340013,-1,1
3756,False,True,False,False,False,False,0.7936295183443234,0,1
3757,False,False,False,False,False,False,0.7888959308749742,1,1
3758,False,False,False,False,False,True,-0.7048327646991335,-1,1
3759,False,True,False,False,False,False,0.7902955256262518,1,1
3760,False,False,False,False,False,True,-0.7031835054362185,-1,1
3761,False,True,False,False,False,False,0.7917990024368813,1,1
3762,False,False,False,False,False,True,-0.7014102096524711,1,0
3763,False,False,False,False,True,True,-0.1964581215948281,1,-1
3764,False,False,False,False,False,False,0.5,0,0
3765,False,False,False,False,False,False,0.35241638234956674,1,1
3766,False,False,False,False,False,True,0.75,1,1
3767,False,False,False,False,True,True,-0.5,0,0
3768,False,False,False,False,False,False,-0.25,1,0
3769,False,False,False,False,False,True,0.14758361765043326,1,1
3770,False,False,False,False,True,True,0.5,1,-1
3771,False,False,False,False,False,False,-0.36945241291137726,-1,1
3772,False,True,False,False,False,False,-0.8642002512199082,1,0
3773,False,False,False,False,False,True,-0.35241638234956674,0,0
3774,False,False,False,False,False,False,-0.3410530018557488,-1,1
3775,False,True,False,False,False,False,-0.834750659461432,1,0
3776,False,False,False,False,False,True,-0.3235584439732623,-1,1
3777,False,True,False,False,False,False,-0.8165340691344631,-1,1
3778,True,True,False,False,False,False,0.6720208696226306,1,1
3779,False,False,False,False,False,True,-0.8206908649190132,1,0
3780,False,False,False,False,True,True,-0.30899808486752856,-1,1
3781,False,True,False,False,False,False,-0.8009019280317873,1,0
3782,False,False,False,False,False,True,-0.28958342416056554,-1,1
3783,False,True,False,False,False,False,-0.7807085563980899,-1,1
3784,True,True,False,False,False,False,0.7078075368411587,0,1
3785,False,False,False,False,False,False,0.6956532942677374,0,1
3786,False,False,False,False,False,False,0.6828069051277105,1,1
3787,False,False,False,False,False,True,-0.8082859834018423,-1,1
3788,False,True,False,False,False,False,0.6778076844893528,1,1
3789,False,False,False,False,False,True,-0.8128329581890013,0,1
3790,False,False,False,False,False,False,-0.8025684567112534,1,0
3791,False,False,False,False,False,True,-0.28801540784794966,0,0
3792,False,False,False,False,False,False,-0.2744372519721974,-1,1
3793,False,True,False,False,False,False,-0.7627256113479918,-1,1
3794,True,True,False,False,False,False,0.7235353239404101,-1,-1
3795,False,False,False,False,False,False,0.10241638234956672,1,1
